"Character","Source","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID"
"Vaan","Zenith Crimson Spiral","Red Spiral+","PHY","Single enemy","","","Wind","1.20","Five single attacks (1.10/? each) after 0-2/3+ uses, causes [Imperil Wind 10% (5s)]","N","Lowest HP% enemy","80","Thief","","30201202"
"Vaan","Zenith Crimson Spiral","Windburst+","PHY","Single enemy","","","Wind","?","Seven single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","?","Thief","","30201302"
"Balthier","Zenith Gatling Gun","Fires of War+","PHY","Single enemy","Physical","6.65","Fire","1.65","Seven single ranged attacks (0.95/1.00 each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Machinist","略奪のコンパス改","30261232"
"Balthier","Zenith Gatling Gun","Makara+","PHY","Single enemy","Physical","5.50","Fire","1.20","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)]","N","Lowest HP% enemy","90","Machinist","ブルカノ式T改","30261352"
"Fran","Zenith Shatterheart Flash","Shatterheart+","PHY","Single enemy","Physical","4.40","Ice, Lightning","1.20","Four single ranged attacks (1.10 each), causes [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","Shooter","咬撃氷狼波改","30281182"
"Fran","Zenith Shatterheart Flash","Feral Mist Strike+","PHY","Single enemy","Physical","7.20","Ice, Lightning","1.65","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Shooter","氷乱雷殺掌改","30281262"
"Basch","Zenith Unbroken Steel","Clash of Light and Flame+","PHY","Single enemy","Physical","6.00","Holy, Fire","1.65","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Knight","光と紅蓮の衝撃改","30211392"
"Basch","Zenith Unbroken Steel","Ruin Impendent+","PHY","Single enemy","Physical","4.40","Holy, Fire","1.20","Four single attacks (1.10 each), grants [HP Stock (2000)] to the user","Y","Lowest HP% enemy","90","Knight","紛れ無き終焉改","30211322"
"Ashe","Zenith Northswain's Smite","Maelstrom's Bolt+","BLK","Single enemy","Magical","22.80","Lightning","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","天鼓雷音稲妻斬改","30111472"
"Penelo","Zenith Dance of Rapture","War Dance+","NAT","All allies","","","","1.65","Restores 2000 HP, grants [War Dance ATK and MAG +5%/10%/20%/30%], grants [Proficiency 1/2/3/3] to the user if the user has Proficiency 0/1/2/3","N","All allies","100","Dancer","","30251112"
"Penelo","Zenith Dance of Rapture","Healing Step+","NAT","All allies","","","","1.20","Restores HP (?)","N","All allies","?","Dancer","","30251182"
"Gabranth","Zenith Guilt","Innocence+","PHY","Single enemy","Physical","","Dark","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","イノセンス改","30311112"
"Gabranth","Zenith Guilt","Hatred Geyser","PHY","Single enemy","Physical","","Dark","1.65","4/5/6 single attacks (1.10 each) 0/1/2 Heavy Charge, causes [Imperil Dark 10% (5s)]","Y","Lowest HP% enemy","90","Heavy","ヘイトゲイザー改","30311142"
"Larsa","Zenith Potion Regalia","Archadian Draught+","WHT","All allies","","","","1.20","Restores HP (20)","N","All allies","100","White Magic","帝国の秘薬改","30121442"
"Larsa","Zenith Potion Regalia","Mote Glimmer+","NAT","Single enemy","","","","1.65","Causes [ATK, DEF and MAG -50% (15s)], restores 1500 HP to all allies","N","All allies","100","Support","魔片の煌めき改","30161352"
"Vayne","Zenith Falling Phoenix Pulse","Force of Will+","NAT","Single enemy","Hybrid","-","Dark","1.65","Six single ranged hybrid attacks (3.80/3.95 or 1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Darkness","嶄然震撼改","30271322"
"Reks","Zenith Dual Swords","Dual Swords+","PHY","Single enemy","","","Lightning","1.65","Six single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Spellblade","","30141382"
"Lightning","Zenith Blitz","Blaze Rush+","PHY","Single enemy","Physical","7.20","Lightning, Holy","1.20","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Celerity","ブレイズラッシュ改","30171262"
"Lightning","Zenith Blitz","Crushing Blow+","PHY","Single enemy","Physical","3.30","Lightning, Holy","0.82","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","絶影改","30171312"
"Lightning","Zenith Crushing Blow","Blaze Rush+","PHY","Single enemy","Physical","7.20","Lightning, Holy","1.20","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Celerity","ブレイズラッシュ改","30171262"
"Lightning","Zenith Crushing Blow","Crushing Blow+","PHY","Single enemy","Physical","3.30","Lightning, Holy","0.82","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","絶影改","30171312"
"Snow","Zenith Challenging Strike","Froststrike+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","Monk","フロストブロウ改","30191222"
"Snow","Zenith Challenging Strike","Sovereign Fist+","PHY","Single enemy","Physical","7.50","Ice","1.20","One single attack (7.50) capped at 99999","Y","Lowest HP% enemy","90","Monk","ルーラーフィスト改","30191462"
"Vanille","Zenith Oerba's Boon","Oerba's Boon+","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","ヲルバの祝福改","30121412"
"Sazh","Zenith Wild Assault","Godsend Shot+","PHY","Single enemy","Physical","3.30","Fire, Ice, Lightning","1.65","Three single ranged attacks (1.10/1.15 each) capped at 9999/19999 after 0-2/3+ uses, grants [Buff Fire 10% (15s)], [Buff Ice 10% (15s)] and [Buff Lightning 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","90","Machinist","マーベラスショット改","30261362"
"Sazh","Zenith Wild Assault","Chocolina Blues+","NAT","All allies","","","","1.20","Grants [10% Damage Reduction Barrier 1], grants [Exertion ATK and MAG +5%/10%/20%/30%], grants [Exertion 1/2/3/3] to the user if the user has Exertion 0/1/2/3","N","All allies","100","Support","アフロブルース改","30161282"
"Hope","Zenith Divine Judgment","Last Resort+","BLK","Single enemy","Magical","22.80","Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, removes [Haste] every second activation","Y","Lowest HP% enemy","90","Black Magic","ラストリゾート改","30111562"
"Fang","Zenith Bahamut Dive","Aerial Loop+","PHY","Single enemy","Physical","4.40","Wind","1.20","Four single ranged jump attacks (1.10 each), grants [Jump Instant Cast] to the user","Y","Lowest HP% enemy","90","Dragoon","スカイハイループ改","30181372"
"Fang","Zenith Bahamut Dive","Whirlwind+","PHY","Single enemy","Physical","7.35","Wind","1.50","Seven single ranged jump attacks (1.05 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","エアリアルレイヴ改","30181182"
"Serah","Zenith Tidal Arrow","Artemis Volley+","BLK","Single enemy","Magical","19.00","Water","1.65","Five single attacks (3.80 each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","アルテミスシュート改","30111622"
"Cid Raines","Zenith Seraphic Shift","Seraphic Wing+","BLK","Single enemy","Magical","22.80","Dark, Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, causes [Doom: 45] to the user","Y","Lowest HP% enemy","90","Darkness","熾天使の翼改","30271292"
"Noel","Zenith Frost Stinger","Meteor Javelin+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Shooter","メテオジャベリン改","30281172"
"Noel","Zenith Hunter's Flow","Meteor Javelin+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Shooter","メテオジャベリン改","30281172"
"Nabaat","Zenith Fatal Refrain","Sacrifice Pawn+","BLK","Single enemy","Magical","19.00","Dark","1.65","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, grants [HP Stock (3000)] to the user","Y","Lowest HP% enemy","90","Darkness","サクリファイス＝ギア改","30271202"
"Y'shtola","Zenith Secret of the Lily","Medica II+","WHT","All allies","","","","1.20","Restores HP (20), restores 1 consumed ability use every fourth activation","N","All allies","100","White Magic","メディカラ改","30121522"
"Y'shtola","Zenith Sorceress's Secret","Ethereal Force","BLK","Single enemy","Magical","22.80","Fire, Ice, Lightning, Dark","0.82","Six single attacks (3.80 each)","Y","Lowest HP% enemy","90","Black Magic","エーテリアルフォース改","30301102"
"Papalymo","Zenith Enochian Firaja","Scion's Fire+","BLK","Single enemy","Magical","22.80","Fire","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Black Magic","サイオンズ・ファイア改","30111512"
"Alphinaud","Zenith Slipstream","Aerial Slice+","SUM","Single enemy","Magical","26.25","Wind","1.80","Five single attacks (5.25/5.40 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","エリアルスラッシュ改","30131462"
"Minfilia","Zenith Word of the Mother","The Echo+","NAT","All allies","","","","1.20","Restores 2000 HP","N","All allies","180","Knight","超える力改","30211352"
"Minfilia","Zenith Word of the Mother","Entrusted Will+","NAT","Single ally","","","","1.20","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Instant Cast 1]","N","Random ally prioritizing self last","100","Support"," 託されし意思改","30161332"
"Ysayle","Zenith Hailfrost Impact","Diamond Dust+","SUM","All enemies","Magical","26.25","Ice","1.80","Five group attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000","N","All enemies","90","Summoning","ダイアモンドダスト改","30131502"
"Estinien","Zenith Azure Successor","Star Diver+","PHY","Single enemy","Physical","7.25","Wind, Dark","3.30","Six single ranged jump attacks (1.25/1.30 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","スターダイバー改","30181222"
"Estinien","Zenith Azure Successor","Coerthan Torment+","PHY","Single enemy","Physical","4.40","Wind, Dark","1.20","Four single ranged jump attacks (1.10 each), grants [Dragoon Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Dragoon","クルザントーメント改","30181342"
"Alisaie","Zenith Versorcière","Impact+","BLK","Single enemy","Magical","22.80","Wind, Lightning","2.60","Six single attacks (3.80/3.95 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","インパクト改","30111712"
"Alisaie","Zenith Versorcière","Jolt+","BLK","Single enemy","Magical","10.80","Wind, Lightning","1.20","Three single attacks (3.60  each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Black Magic","ジョルト改","30111422"
"Noctis","Zenith Armiger Storm","Shifting Lightning+","PHY","Single enemy","Physical","7.20","Lightning","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトライトニング改","30151212"
"Noctis","Zenith Royal Cleave Inferno","Shifting Flame+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトイグナイト改","30151222"
"Noctis","Zenith Royal Cleave Inferno","Shift Ignition+","PHY","Single enemy","Physical","3.30","Fire","0.85","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","シフトフレイム改","30171232"
"Noctis","Zenith Phantom Circus","Shift Earth+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトアース","30151201"
"Gladiolus","Zenith Cyclone","Royal Guard+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, grants [20% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","Knight","ロイヤルガード改","30211252"
"Ignis","Zenith Flameboost Bite","Enhancement+","PHY","Single enemy","Physical","7.50","Fire","1.20","Six single ranged attacks (1.25 each), capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","80","Thief","エンハンス改","30201272"
"Ignis","Zenith Flameboost Bite","Sagefire+","PHY","Single enemy","Physical","4.00","Fire","0.01","Four single attacks (1.00) each, grants [Buff Fire 10% (15s)] to the user every second activation","N","Lowest HP% enemy","80","Thief","賢者の炎改","30201172"
"Ignis","Zenith Flameboost Bite","Quick Recipe+","NAT","Single ally","","","","1.20","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Instant Cast 1] to the user","N","Random ally prioritizing self last","100","Support","神速クッキング改","30161342"
"Prompto","Zenith Recoil (XV)","Trigger Happy+","PHY","Single enemy","Physical","6.65","Lightning","1.65","Seven single ranged attacks (0.95/1.00 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Machinist","トリガーハッピー改","30261192"
"Prompto","Zenith Recoil (XV)","Recoil (XV)+","PHY","Single enemy","Physical","4.40","Lightning","1.20","Four single ranged attacks (1.10 each), grants [Machinist Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Machinist","ブラスター【XV】改","30261332"
"Iris","Zenith Amicitia's Cheer","Pocket Potion+","WHT","All allies","","","","1.20","Restores HP (20) to all allies","N","All allies","100","White Magic","サポート・ポーション改","30121392"
"Aranea","Zenith Assault Core","Air Superiority+","PHY","Single enemy","Physical","7.35","Lightning, Dark","1.50","Seven single ranged jump attacks (1.05 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","エア・スペリオリティ改","30181262"
"Aranea","Zenith Assault Core","Spearouette Storm+","PHY","Single enemy","Physical","4.40","Lightning, Dark","1.20","Four single ranged jump attacks (1.10 each), grants [Jump Instant Cast 1] to user","Y","Lowest HP% enemy","90","Dragoon","魔導槍連閃改","30181362"
"Cor","Zenith Immortal's Call","Predecessor's Might+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","Samurai","先代王の力(コル専用)","30221252"
"Cor","Zenith Immortal's Call","Harangue+","PHY","Single enemy","Physical","","Fire","1.20","Four single attacks (? each), grants [Samurai Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Samurai","獅子吼(コル専用)","30221342"
"Lunafreya","Zenith Hydraean's Revelation","Hydraean Protection+","SUM","Single enemy","Magical","26.25","Water, Holy","1.20","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","水神の加護改","30131532"
"Ardyn","Zenith Evil Armiger","Aura of Darkness+","PHY","Single enemy","Physical","6.00","Dark, Fire","1.65","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Darkness","闇のオーラ改","30271242"
"Ravus","Zenith Zantetsuken","Zantetsuken+","PHY","Single enemy","Physical","7.10","Lightning, Dark","1.20","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","Spellblade","斬鉄剣改","30141402"
"Ravus","Zenith Zantetsuken","Last Rites+","PHY","Single enemy","Physical","","Lightning, Dark","1.65","Six single attacks (???) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","奥義・黄泉送り","30141472"
"Ace","Zenith Jackpot Triad","Firaga RF+","BLK","Single enemy","Magical","22.80","Fire","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","ファイガRF改","30111402"
"Deuce","Zenith Prelude","Concerto+","NAT","All allies","","","","1.20","Restores HP (20)","N","All allies","100","White Magic","","30121562"
"Deuce","Zenith Prelude","Hymn of Healing","NAT","All allies","","","","1.20","Restores 1000 HP, grants [Hymn of Healing ATK and MAG +5%/10%/20%/30%], grants [Performance 1/2/3/3] to the user if the user has Performance 0/1/2/3","N","All allies","100","Bard","","30241152"
"Nine","Zenith Spiral Jump","Whirling Lance+","PHY","Single enemy","Physical","7.20","Wind","1.65","Six single ranged jump attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","スパイラルランス改","30181292"
"Machina","Zenith Grand Cascade","Cyclone Drive+","PHY","Single enemy","Physical","7.70","Earth","1.65","Seven single attacks (1.10/1.15 each) after 0-2/3+ uses","N","Lowest HP% enemy","90","Spellblade","スピンドライブ改","30141302"
"Rem","Zenith Seraphim Strike","Siphon Sphere+","WHT","Single enemy","Magical","23.22","Holy","1.65","Six single attacks (3.87/4.02 each) after 0-2/3+ uses, Smart ether 1 on every second activation","N","Lowest HP% enemy","90","White Magic","アスピルベノム改","30121352"
"Queen","Zenith Mana Sphere","Divine Judgement Blade+","PHY","Single enemy","Physical","8.40","Lightning, Dark","1.65","Seven single attacks (1.20/1.25 each) after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","クロスジャッジ改","30141352"
"King","Zenith Endless Waltz","Trigger Finger+","PHY","Single enemy","Physical","","Lightning","1.65","Six single ranged attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Machinist","","30261252"
"King","Zenith Endless Waltz","Plasma King+","PHY","Single enemy","Physical","","Lightning","?","Four single ranged attacks (?/? each after 0-2/3+ uses), grants [Buff Lightning 10% (15s)] to all allies every second activation","N","Lowest HP% enemy","?","Machinist","","30261372"
"Cinque","Zenith Spirited Swing","Full Swing+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20 each), grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","フルスイング改","30311102"
"Cinque","Zenith Spirited Swing","Gaia Pulse+","PHY","Single enemy","Physical","5.75","Earth","1.20","Five single attacks (1.15/1.20/1.25 each)/(1.20/1.25/1.30 each) at Heavy Charge 0/1/2 capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","80","Heavy","アースインパルス改","30311132"
"Seven","Zenith Icicle Strike","Diving Strike+","BLK","Single enemy","Magical","","Ice","0.01","Five single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","70","Black Magic","","30111492"
"Seven","Zenith Icicle Strike","Blizzard Lash+","BLK","Single enemy","Magical","","Ice","1.65","Seven single attacks (? each)","N","Lowest HP% enemy","?","Black Magic","","30111772"
"Sice","Zenith Black Hole (Type-0)","Dark Nebula+","PHY","Single enemy","Physical","6.00","Dark","1.65","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants the user [HP Stock (3000)]","Y","Lowest HP% enemy","90","Darkness","ダークネビュラ改","30271342"
"Jack","Zenith Lightning Flash","Lightning Flash+","PHY","Single enemy","Physical","6.90","Fire","1.65","Six single attacks (1.15/1.25 each) if user hasn't/has [Retaliate] or [High Retaliate], 50% additional critical chance if user has [Retaliate] or [High Retaliate], capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Samurai","電光石火改","30221262"
"Eight","Zenith Explosive Fist","Explosive Fist+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Monk","爆裂拳改","30191332"
"Eight","Zenith Explosive Fist","Iceburst Stance+","PHY","Single enemy","Physical","4.40","Ice","1.20","Four single attacks (1.10 each), grants [Monk Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Monk","氷突の型改","30191482"
"Cater","Zenith Tri-Color Mine","Charged Shot+","PHY","Single enemy","Physical","3.30","Fire, Ice, Lightning","1.20","Three single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","Machinist","チャージショット改","30261202"
"Cater","Zenith Tri-Color Mine","Elementillery+","PHY","Single enemy","Physical","6.60","Fire, Ice, Lightning","1.20","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Machinist","属性弾改","30261342"
"Trey","Zenith Precise Shot","Freezing Rain+","PHY","Single enemy","Physical","6.00","Fire, Ice, Water","1.65","Four single ranged attacks (1.20/1.25 each), followed by one single ranged attack (1.20/1.25 each) with additional 20% critical damage capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Sharpshooter","フリーズショット改","30281222"
"Kurasame","Zenith Icereap","Arcane Boreal Blade+","NAT","Single enemy","Hybrid","","Ice, Dark","1.65","Six single hybrid attacks (1.20 or 3.80 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","氷剣魔斬改","30141432"
"Reynn","Zenith Diamond Dust","Blizzard Mirajewel+","SUM","Single enemy","Magical","26.25","Ice","1.80","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Ice 10% (5s)]","Y","Lowest HP% enemy","90","Summoning","ブリザドのミラストーン改","30131582"
"Tama","Zenith Bubbly Challenge","World Parade+","WHT","All allies","","","","1.20","Restores HP (20) to all allies,  grants smart ether 1 to all allies every fourth cast","N","All allies","100","White Magic","ワールド・パレード改","30121572"
"Enna Kros","Zenith Break Time","The World's Rules+","BLK","Single enemy","Magical","22.80","Earth, Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","世界のルール改","30111542"
"Rain","Zenith C Explode","Soul Prominence+","PHY","Single enemy","Physical","7.20","Fire, Earth","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","ソウルプロミネンス改","30141412"
"Fina","Zenith Brilliant Heal","Prime Heal+","WHT","All allies","","","","1.20","Restores HP (?)","N","All allies","?","White Magic","","30121602"
"Fina","Zenith Brilliant Heal","Blossom Heart+","NAT","All allies","","","","0.01","Restores 1000 HP","N","All allies","180","Support","","30161302"
"Lasswell","Zenith Cerulean Sky","Blade Flash - Awakened+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [Retaliate] to the user for 15 seconds","N","Lowest HP% enemy","90","Samurai","紫電一閃・醒改","30221302"
"Kain","Zenith Dragon's Wrath","Dragoon's Pride+","PHY","Single enemy","Physical","7.20","Lightning, Dark","1.65","Six single ranged jump attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","プライドオブドラグーン改","30181202"
"Kain","Zenith Dragon's Wrath","Gungnir+","PHY","Single enemy","Physical","4.40","Lightning, Dark","0.01","Four single ranged attacks (1.10 each), grants [100% Critical 1] to the user","Y","Lowest HP% enemy","90","Dragoon","グングニル改","30181322"
"Faris","Zenith Flame Storm","Pirate Cannon+","PHY","Single enemy","Physical","4.40","Wind, Fire","0.82","Four single ranged attacks (1.10 each), causes [ATK and MAG -50% (8s)], grants [ATK and MAG +50% (8s)] to self","Y","Lowest HP% enemy","80","Thief","パイレーツキャノン改","30201212"
"Faris","Zenith Flame Storm","Serpent's Gale+","PHY","Single enemy","Physical","6.00","Wind, Fire","1.20","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ users","Y","Lowest HP% enemy","80","Thief","海竜の暴風改","30181322"
"Elarra","Zenith Magika Orare","Fabula Heal+","WHT","All allies","","","","1.20","Restores HP (25), restores an ability use and grants [Quick Cast 1] every second use","N","All allies","100","White Magic","ファブラ・ヒール改","30121502"
"Ayame","Zenith Meikyo Shisui","Tachi: Gekko+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, 100% additional critical chance if user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","90","Samurai","八之太刀・月光改","30221222"
"Ayame","Zenith Meikyo Shisui","Hagakure Kaiden: Yukikaze+","PHY","Single enemy","Physical","7.50","Ice","1.20","One single attack (7.50) capped at 99999, grants [Retaliate] to the user","Y","Lowest HP% enemy","90","Samurai","葉隠皆伝・雪風改","30221312"
"Strago","Zenith Tsunami","Aqua Breath+","BLK","Single enemy","Magical","22.80","Water","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","アクアブレス改","30111522"
"Jecht","Zenith Spinning Rage","Jecht Beam+","PHY","Single enemy","Physical","6.00","Dark, Fire, NE","1.65","Four single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, followed by one ranged attack (1.20/1.25) capped at 9999/19999 after 0-2/3+ uses with additional 20% critical damage","Y","Lowest HP% enemy","90","Sharpshooter","ジェクトビーム改","30281202"
"Jecht","Zenith Spinning Rage","Jecht Shot Mark III+","PHY","Single enemy","Physical","4.40","Dark, Fire, NE","1.20","Four single ranged attacks (1.10 each), grants [Sharpshooter Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Sharpshooter","ジェクト様シュート３号改","30281272"
"Yuna","Zenith Dragon's Roar","Whistle Promise+","WHY","All allies","","","","1.20","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","White Magic","約束の指笛改","30121532"
"Yuna","Zenith Dragon's Roar","The Sending+","SUM","Single enemy","Magical","26.25","Holy, Wind","1.80","Five single attacks (5.25/5.40 each) capped at 9999/19999 after 0-2/3+ users minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","異界送り改","30131492"
